sample-id,absolute-filepath,direction
Bgsng7096.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m26_run1_R2.fastq.gz,reverse
Bgsng7035.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7035.m30_run1_R2.fastq.gz,reverse
Bgsng7192.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7192.m27_run1_R1.fastq.gz,forward
B.recovery.d007_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d007_run1_R2.fastq.gz,reverse
G.diarrhea.021_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.021_run1_R1.fastq.gz,forward
Bgsng7177.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7177.m28_run1_R1.fastq.gz,forward
Bgsng7149.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7149.m33_run1_R2.fastq.gz,reverse
F.diarrhea.030_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.030_run1_R1.fastq.gz,forward
F.diarrhea.011_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.011_run1_R1.fastq.gz,forward
Bgsng7090.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7090.m26_run1_R1.fastq.gz,forward
E.diarrhea.051_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.051_run1_R1.fastq.gz,forward
Bgsng7178.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m34_run1_R2.fastq.gz,reverse
C.diarrhea.084_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.084_run1_R1.fastq.gz,forward
A.recovery.d008_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d008_run1_R1.fastq.gz,forward
Bgsng7202.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7202.m25_run1_R2.fastq.gz,reverse
D.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d009_run1_R2.fastq.gz,reverse
D.recovery.d030_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d030_run1_R1.fastq.gz,forward
Bgsng7071.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7071.m34_run1_R2.fastq.gz,reverse
B.diarrhea.046_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.046_run1_R1.fastq.gz,forward
E.recovery.d004_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.recovery.d004_run1_R1.fastq.gz,forward
F.recovery.d008_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d008_run1_R1.fastq.gz,forward
Bgsng8169.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m29_run1_R1.fastq.gz,forward
G.diarrhea.015_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.015_run1_R2.fastq.gz,reverse
Bgsng8169.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m32_run1_R1.fastq.gz,forward
C.diarrhea.111_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.111_run1_R2.fastq.gz,reverse
Bgsng7178.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m31_run1_R1.fastq.gz,forward
Bgsng7063.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7063.m31_run1_R2.fastq.gz,reverse
A.recovery.d010_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d010_run1_R1.fastq.gz,forward
F.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d009_run1_R2.fastq.gz,reverse
B.recovery.d005_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d005_run1_R2.fastq.gz,reverse
A.diarrhea.020_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.020_run1_R1.fastq.gz,forward
Bgsng7177.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7177.m27_run1_R2.fastq.gz,reverse
C.diarrhea.110_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.110_run1_R1.fastq.gz,forward
Bgsng7173.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m36_run1_R2.fastq.gz,reverse
A.diarrhea.020_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.020_run1_R2.fastq.gz,reverse
Bgsng7178.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m29_run1_R1.fastq.gz,forward
Bgsng7063.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7063.m34_run1_R1.fastq.gz,forward
Bgsng7173.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m27_run1_R2.fastq.gz,reverse
Bgsng7131.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7131.m27_run1_R1.fastq.gz,forward
Bgsng7173.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m33_run1_R1.fastq.gz,forward
C.recovery.d024_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.recovery.d024_run1_R2.fastq.gz,reverse
Bgsng7149.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7149.m33_run1_R1.fastq.gz,forward
Bgsng8169.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m31_run1_R1.fastq.gz,forward
C.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.recovery.d009_run1_R2.fastq.gz,reverse
Bgsng7131.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7131.m28_run1_R1.fastq.gz,forward
E.diarrhea.066_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.066_run1_R2.fastq.gz,reverse
Bgsng7114.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7114.m34_run1_R1.fastq.gz,forward
F.recovery.d004_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d004_run1_R2.fastq.gz,reverse
G.diarrhea.024_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.024_run1_R1.fastq.gz,forward
F.recovery.d015_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d015_run1_R2.fastq.gz,reverse
Bgsng7106.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m36_run1_R2.fastq.gz,reverse
Bgsng7114.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7114.m30_run1_R1.fastq.gz,forward
Bgsng7106.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m28_run1_R2.fastq.gz,reverse
Bgsng7106.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m28_run1_R1.fastq.gz,forward
Bgsng7192.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7192.m33_run1_R2.fastq.gz,reverse
Bgsng7155.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m30_run1_R2.fastq.gz,reverse
Bgsng7082.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m31_run1_R1.fastq.gz,forward
F.diarrhea.020_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.020_run1_R2.fastq.gz,reverse
Bgsng7082.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m32_run1_R1.fastq.gz,forward
C.diarrhea.110_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.110_run1_R2.fastq.gz,reverse
E.diarrhea.053_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.053_run1_R2.fastq.gz,reverse
Bgsng7150.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7150.m33_run1_R1.fastq.gz,forward
Bgsng7071.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7071.m32_run1_R2.fastq.gz,reverse
Bgsng7204.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m33_run1_R1.fastq.gz,forward
D.recovery.d006_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d006_run1_R2.fastq.gz,reverse
F.diarrhea.008_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.008_run1_R2.fastq.gz,reverse
Bgsng7106.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m26_run1_R2.fastq.gz,reverse
Bgsng7142.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7142.m35_run1_R1.fastq.gz,forward
Bgsng7063.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7063.m32_run1_R2.fastq.gz,reverse
Bgsng7096.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m32_run1_R2.fastq.gz,reverse
Bgsng7052.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7052.m30_run1_R2.fastq.gz,reverse
F.diarrhea.028_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.028_run1_R1.fastq.gz,forward
D.diarrhea.end_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.diarrhea.end_run1_R2.fastq.gz,reverse
B.recovery.d025_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d025_run1_R1.fastq.gz,forward
B.diarrhea.end_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.end_run1_R2.fastq.gz,reverse
Bgsng7106.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m34_run1_R1.fastq.gz,forward
G.recovery.d044_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d044_run1_R2.fastq.gz,reverse
A.diarrhea.027_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.027_run1_R1.fastq.gz,forward
Bgsng7192.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7192.m29_run1_R2.fastq.gz,reverse
Bgsng7063.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7063.m29_run1_R1.fastq.gz,forward
A.recovery.d016_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d016_run1_R1.fastq.gz,forward
A.recovery.d039_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d039_run1_R1.fastq.gz,forward
B.recovery.d045_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d045_run1_R2.fastq.gz,reverse
Bgsng7142.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7142.m35_run1_R2.fastq.gz,reverse
Bgsng7131.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7131.m30_run1_R2.fastq.gz,reverse
Bgsng7173.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m25_run1_R1.fastq.gz,forward
Bgsng7192.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7192.m31_run1_R2.fastq.gz,reverse
B.diarrhea.039_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.039_run1_R1.fastq.gz,forward
A.diarrhea.091_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.091_run1_R1.fastq.gz,forward
C.diarrhea.109_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.109_run1_R1.fastq.gz,forward
Bgsng7018.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7018.m31_run1_R1.fastq.gz,forward
Bgsng7155.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m31_run1_R1.fastq.gz,forward
E.diarrhea.end_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.end_run1_R2.fastq.gz,reverse
Bgsng7155.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m29_run1_R1.fastq.gz,forward
Bgsng8064.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8064.m29_run1_R2.fastq.gz,reverse
C.diarrhea.072_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.072_run1_R2.fastq.gz,reverse
Bgsng8064.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8064.m34_run1_R2.fastq.gz,reverse
B.diarrhea.047_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.047_run1_R1.fastq.gz,forward
Bgsng7155.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m32_run1_R2.fastq.gz,reverse
A.recovery.d010_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d010_run1_R2.fastq.gz,reverse
Bgsng7063.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7063.m30_run1_R1.fastq.gz,forward
B.diarrhea.054_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.054_run1_R1.fastq.gz,forward
D.recovery.d003_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d003_run1_R2.fastq.gz,reverse
Bgsng7142.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7142.m31_run1_R2.fastq.gz,reverse
Bgsng7035.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7035.m27_run1_R2.fastq.gz,reverse
A.diarrhea.085_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.085_run1_R2.fastq.gz,reverse
Bgsng7082.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m35_run1_R2.fastq.gz,reverse
B.recovery.d004_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d004_run1_R1.fastq.gz,forward
Bgsng7052.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7052.m30_run1_R1.fastq.gz,forward
B.diarrhea.018_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.018_run1_R1.fastq.gz,forward
C.recovery.d008_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.recovery.d008_run1_R2.fastq.gz,reverse
F.recovery.d004_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d004_run1_R1.fastq.gz,forward
Bgsng7150.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7150.m34_run1_R1.fastq.gz,forward
A.diarrhea.021_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.021_run1_R1.fastq.gz,forward
Bgsng7155.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m29_run1_R2.fastq.gz,reverse
A.recovery.d088_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d088_run1_R2.fastq.gz,reverse
A.diarrhea.100_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.100_run1_R1.fastq.gz,forward
Bgsng7204.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m25_run1_R2.fastq.gz,reverse
F.diarrhea.023_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.023_run1_R2.fastq.gz,reverse
Bgsng7114.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7114.m26_run1_R1.fastq.gz,forward
Bgsng7173.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m28_run1_R1.fastq.gz,forward
D.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d009_run1_R1.fastq.gz,forward
F.diarrhea.030_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.030_run1_R2.fastq.gz,reverse
E.diarrhea.062_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.062_run1_R2.fastq.gz,reverse
A.diarrhea.027_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.027_run1_R2.fastq.gz,reverse
Bgsng7035.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7035.m34_run1_R1.fastq.gz,forward
A.recovery.d004_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d004_run1_R2.fastq.gz,reverse
F.diarrhea.015_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.015_run1_R1.fastq.gz,forward
C.diarrhea.086_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.086_run1_R2.fastq.gz,reverse
Bgsng7035.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7035.m30_run1_R1.fastq.gz,forward
Bgsng7149.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7149.m25_run1_R1.fastq.gz,forward
Bgsng7082.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m34_run1_R1.fastq.gz,forward
Bgsng7202.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7202.m32_run1_R2.fastq.gz,reverse
Bgsng7173.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m29_run1_R1.fastq.gz,forward
Bgsng7096.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m25_run1_R2.fastq.gz,reverse
Bgsng7149.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7149.m28_run1_R2.fastq.gz,reverse
Bgsng7177.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7177.m25_run1_R2.fastq.gz,reverse
Bgsng8169.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m25_run1_R2.fastq.gz,reverse
E.diarrhea.062_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.062_run1_R1.fastq.gz,forward
Bgsng7204.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m33_run1_R2.fastq.gz,reverse
Bgsng7082.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m27_run1_R1.fastq.gz,forward
Bgsng7192.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7192.m36_run1_R2.fastq.gz,reverse
F.recovery.d017_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d017_run1_R1.fastq.gz,forward
F.diarrhea.019_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.019_run1_R2.fastq.gz,reverse
B.diarrhea.053_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.053_run1_R1.fastq.gz,forward
C.diarrhea.106_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.106_run1_R2.fastq.gz,reverse
Bgsng7128.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7128.m35_run1_R2.fastq.gz,reverse
Bgsng7142.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7142.m31_run1_R1.fastq.gz,forward
Bgsng7128.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7128.m35_run1_R1.fastq.gz,forward
Bgsng7018.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7018.m25_run1_R2.fastq.gz,reverse
Bgsng7178.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m32_run1_R1.fastq.gz,forward
Bgsng7150.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7150.m31_run1_R2.fastq.gz,reverse
G.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d009_run1_R1.fastq.gz,forward
A.recovery.d018_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d018_run1_R2.fastq.gz,reverse
Bgsng7082.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m26_run1_R2.fastq.gz,reverse
G.diarrhea.009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.009_run1_R1.fastq.gz,forward
Bgsng7071.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7071.m34_run1_R1.fastq.gz,forward
Bgsng7052.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7052.m34_run1_R2.fastq.gz,reverse
B.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d009_run1_R1.fastq.gz,forward
C.diarrhea.090_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.090_run1_R1.fastq.gz,forward
Bgsng7204.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m25_run1_R1.fastq.gz,forward
G.diarrhea.017_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.017_run1_R2.fastq.gz,reverse
E.diarrhea.022_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.022_run1_R1.fastq.gz,forward
E.diarrhea.058_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.058_run1_R2.fastq.gz,reverse
G.diarrhea.012_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.012_run1_R1.fastq.gz,forward
Bgsng7115.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7115.m34_run1_R2.fastq.gz,reverse
G.diarrhea.014_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.014_run1_R2.fastq.gz,reverse
Bgsng7173.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m34_run1_R1.fastq.gz,forward
Bgsng7155.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m35_run1_R2.fastq.gz,reverse
Bgsng7202.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7202.m34_run1_R2.fastq.gz,reverse
E.diarrhea.047_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.047_run1_R2.fastq.gz,reverse
Bgsng7178.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m25_run1_R2.fastq.gz,reverse
Bgsng7096.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m26_run1_R1.fastq.gz,forward
Bgsng8064.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8064.m26_run1_R2.fastq.gz,reverse
Bgsng7204.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m26_run1_R1.fastq.gz,forward
A.diarrhea.086_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.086_run1_R1.fastq.gz,forward
A.diarrhea.049_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.049_run1_R2.fastq.gz,reverse
Bgsng7142.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7142.m32_run1_R2.fastq.gz,reverse
Bgsng7096.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m31_run1_R2.fastq.gz,reverse
Bgsng7082.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m25_run1_R2.fastq.gz,reverse
G.recovery.d016_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d016_run1_R2.fastq.gz,reverse
Bgsng7052.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7052.m28_run1_R2.fastq.gz,reverse
Bgsng7115.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7115.m30_run1_R1.fastq.gz,forward
A.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d009_run1_R2.fastq.gz,reverse
B.diarrhea.045_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.045_run1_R1.fastq.gz,forward
Bgsng7090.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7090.m26_run1_R2.fastq.gz,reverse
C.diarrhea.079_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.079_run1_R2.fastq.gz,reverse
F.diarrhea.029_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.029_run1_R2.fastq.gz,reverse
E.diarrhea.064_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.064_run1_R2.fastq.gz,reverse
Bgsng8169.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m27_run1_R2.fastq.gz,reverse
G.diarrhea.017_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.017_run1_R1.fastq.gz,forward
A.diarrhea.090_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.090_run1_R1.fastq.gz,forward
Bgsng7178.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m29_run1_R2.fastq.gz,reverse
