study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6358	SAMEA2555583	ERS465960	ERX486045	ERR520810	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520810/ERR520810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520810/ERR520810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520810/ERR520810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520810/ERR520810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.053_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.053_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.053_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.053_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520810	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520810		
PRJEB6358	SAMEA2555584	ERS465961	ERX486046	ERR520811	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520811/ERR520811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520811/ERR520811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520811/ERR520811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520811/ERR520811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.058_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.058_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.058_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.058_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520811	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520811		
PRJEB6358	SAMEA2555585	ERS465962	ERX486047	ERR520812	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520812/ERR520812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520812/ERR520812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520812/ERR520812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520812/ERR520812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.061_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.061_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.061_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.061_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520812	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520812		
PRJEB6358	SAMEA2555586	ERS465963	ERX486048	ERR520813	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520813/ERR520813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520813/ERR520813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520813/ERR520813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520813/ERR520813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.062_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.062_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.062_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.062_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520813	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520813		
PRJEB6358	SAMEA2555587	ERS465964	ERX486049	ERR520814	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520814/ERR520814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520814/ERR520814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520814/ERR520814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520814/ERR520814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.064_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.064_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.064_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.064_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520814	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520814		
PRJEB6358	SAMEA2555588	ERS465965	ERX486050	ERR520815	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520815/ERR520815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520815/ERR520815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520815/ERR520815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520815/ERR520815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.065_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.065_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.065_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.065_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520815	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520815		
PRJEB6358	SAMEA2555589	ERS465966	ERX486051	ERR520816	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520816/ERR520816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520816/ERR520816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520816/ERR520816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520816/ERR520816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.066_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.066_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.066_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.066_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520816	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520816		
PRJEB6358	SAMEA2555590	ERS465967	ERX486052	ERR520817	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520817/ERR520817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520817/ERR520817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520817/ERR520817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520817/ERR520817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.end_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.end_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.end_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.diarrhea.end_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520817	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520817		
PRJEB6358	SAMEA2555591	ERS465968	ERX486053	ERR520818	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520818/ERR520818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520818/ERR520818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520818/ERR520818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520818/ERR520818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d004_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d004_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d004_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d004_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520818	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520818		
PRJEB6358	SAMEA2555592	ERS465969	ERX486054	ERR520819	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520819/ERR520819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520819/ERR520819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520819/ERR520819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520819/ERR520819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d007_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d007_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d007_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d007_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520819	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520819		
PRJEB6358	SAMEA2555593	ERS465970	ERX486055	ERR520820	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520820/ERR520820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520820/ERR520820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520820/ERR520820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520820/ERR520820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d008_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d008_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d008_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d008_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520820	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520820		
PRJEB6358	SAMEA2555594	ERS465971	ERX486056	ERR520821	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520821/ERR520821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520821/ERR520821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520821/ERR520821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520821/ERR520821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d009_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d009_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d009_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d009_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520821	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520821		
PRJEB6358	SAMEA2555595	ERS465972	ERX486057	ERR520822	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520822/ERR520822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520822/ERR520822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520822/ERR520822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520822/ERR520822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d010_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d010_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d010_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d010_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520822	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520822		
PRJEB6358	SAMEA2555596	ERS465973	ERX486058	ERR520823	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520823/ERR520823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520823/ERR520823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520823/ERR520823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520823/ERR520823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d011_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d011_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d011_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d011_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520823	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520823		
PRJEB6358	SAMEA2555597	ERS465974	ERX486059	ERR520824	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520824/ERR520824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520824/ERR520824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520824/ERR520824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520824/ERR520824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d024_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d024_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d024_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/E.recovery.d024_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520824	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520824		
PRJEB6358	SAMEA2555598	ERS465975	ERX486060	ERR520825	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520825/ERR520825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520825/ERR520825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520825/ERR520825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520825/ERR520825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.005_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.005_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.005_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.005_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520825	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520825		
PRJEB6358	SAMEA2555599	ERS465976	ERX486061	ERR520826	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520826/ERR520826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520826/ERR520826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520826/ERR520826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520826/ERR520826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.007_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.007_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.007_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.007_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520826	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520826		
PRJEB6358	SAMEA2555600	ERS465977	ERX486062	ERR520827	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520827/ERR520827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520827/ERR520827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520827/ERR520827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520827/ERR520827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.008_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.008_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.008_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.008_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520827	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520827		
PRJEB6358	SAMEA2555601	ERS465978	ERX486063	ERR520828	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520828/ERR520828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520828/ERR520828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520828/ERR520828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520828/ERR520828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.009_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.009_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.009_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.009_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520828	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520828		
PRJEB6358	SAMEA2555602	ERS465979	ERX486064	ERR520829	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520829/ERR520829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520829/ERR520829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520829/ERR520829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520829/ERR520829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.010_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.010_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.010_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.010_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520829	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520829		
PRJEB6358	SAMEA2555603	ERS465980	ERX486065	ERR520830	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520830/ERR520830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520830/ERR520830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520830/ERR520830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520830/ERR520830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.011_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.011_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.011_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.011_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520830	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520830		
PRJEB6358	SAMEA2555604	ERS465981	ERX486066	ERR520831	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520831/ERR520831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520831/ERR520831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520831/ERR520831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520831/ERR520831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.012_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.012_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.012_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.012_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520831	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520831		
PRJEB6358	SAMEA2555605	ERS465982	ERX486067	ERR520832	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520832/ERR520832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520832/ERR520832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520832/ERR520832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520832/ERR520832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.015_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.015_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.015_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.015_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520832	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520832		
PRJEB6358	SAMEA2555606	ERS465983	ERX486068	ERR520833	408170	human gut metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520833/ERR520833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520833/ERR520833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520833/ERR520833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR520/ERR520833/ERR520833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.016_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.016_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.016_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315009/fastq/F.diarrhea.016_run1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520833	ftp.sra.ebi.ac.uk/vol1/err/ERR520/ERR520833		
