study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB9150	SAMEA3360591	ERS714043	ERX946180	ERR866552	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866552/ERR866552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866552/ERR866552_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866552/ERR866552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866552/ERR866552_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC7.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC7.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC7.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC7.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866552	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866552		
PRJEB9150	SAMEA3360651	ERS714103	ERX946181	ERR866553	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866553/ERR866553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866553/ERR866553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866553/ERR866553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866553/ERR866553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC70.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC70.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC70.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC70.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866553	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866553		
PRJEB9150	SAMEA3360652	ERS714104	ERX946182	ERR866554	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866554/ERR866554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866554/ERR866554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866554/ERR866554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866554/ERR866554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC71.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC71.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC71.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC71.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866554	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866554		
PRJEB9150	SAMEA3360653	ERS714105	ERX946183	ERR866555	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866555/ERR866555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866555/ERR866555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866555/ERR866555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866555/ERR866555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC72.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC72.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC72.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC72.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866555	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866555		
PRJEB9150	SAMEA3360654	ERS714106	ERX946184	ERR866556	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866556/ERR866556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866556/ERR866556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866556/ERR866556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866556/ERR866556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC73.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC73.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC73.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC73.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866556	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866556		
PRJEB9150	SAMEA3360655	ERS714107	ERX946185	ERR866557	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866557/ERR866557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866557/ERR866557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866557/ERR866557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866557/ERR866557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC74.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC74.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC74.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC74.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866557	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866557		
PRJEB9150	SAMEA3360656	ERS714108	ERX946186	ERR866558	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866558/ERR866558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866558/ERR866558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866558/ERR866558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866558/ERR866558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC75.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC75.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC75.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC75.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866558	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866558		
PRJEB9150	SAMEA3360592	ERS714044	ERX946187	ERR866559	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866559/ERR866559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866559/ERR866559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866559/ERR866559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866559/ERR866559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC8.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC8.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC8.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC8.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866559	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866559		
PRJEB9150	SAMEA3360593	ERS714045	ERX946188	ERR866560	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866560/ERR866560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866560/ERR866560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866560/ERR866560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866560/ERR866560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC9.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC9.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC9.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/ETEC9.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866560	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866560		
PRJEB9150	SAMEA3360657	ERS714109	ERX946189	ERR866561	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866561/ERR866561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866561/ERR866561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866561/ERR866561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866561/ERR866561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-01.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-01.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-01.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-01.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866561	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866561		
PRJEB9150	SAMEA3360658	ERS714110	ERX946190	ERR866562	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866562/ERR866562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866562/ERR866562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866562/ERR866562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866562/ERR866562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-02.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-02.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-02.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-02.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866562	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866562		
PRJEB9150	SAMEA3360659	ERS714111	ERX946191	ERR866563	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866563/ERR866563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866563/ERR866563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866563/ERR866563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866563/ERR866563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-03.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-03.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-03.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-03.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866563	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866563		
PRJEB9150	SAMEA3360660	ERS714112	ERX946192	ERR866564	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866564/ERR866564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866564/ERR866564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866564/ERR866564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866564/ERR866564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-04.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-04.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-04.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-04.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866564	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866564		
PRJEB9150	SAMEA3360661	ERS714113	ERX946193	ERR866565	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866565/ERR866565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866565/ERR866565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866565/ERR866565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866565/ERR866565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-05.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-05.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-05.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-05.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866565	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866565		
PRJEB9150	SAMEA3360662	ERS714114	ERX946194	ERR866566	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866566/ERR866566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866566/ERR866566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866566/ERR866566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866566/ERR866566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-06.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-06.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-06.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-06.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866566	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866566		
PRJEB9150	SAMEA3360663	ERS714115	ERX946195	ERR866567	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866567/ERR866567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866567/ERR866567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866567/ERR866567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866567/ERR866567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-07.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-07.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-07.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-07.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866567	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866567		
PRJEB9150	SAMEA3360664	ERS714116	ERX946196	ERR866568	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866568/ERR866568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866568/ERR866568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866568/ERR866568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866568/ERR866568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-08.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-08.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-08.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-08.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866568	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866568		
PRJEB9150	SAMEA3360665	ERS714117	ERX946197	ERR866569	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866569/ERR866569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866569/ERR866569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866569/ERR866569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866569/ERR866569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-09.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-09.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-09.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-09.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866569	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866569		
PRJEB9150	SAMEA3360666	ERS714118	ERX946198	ERR866570	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866570/ERR866570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866570/ERR866570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866570/ERR866570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866570/ERR866570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-10.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-10.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-10.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-10.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866570	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866570		
PRJEB9150	SAMEA3360667	ERS714119	ERX946199	ERR866571	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866571/ERR866571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866571/ERR866571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866571/ERR866571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866571/ERR866571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-11.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-11.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-11.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-11.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866571	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866571		
PRJEB9150	SAMEA3360668	ERS714120	ERX946200	ERR866572	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866572/ERR866572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866572/ERR866572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866572/ERR866572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866572/ERR866572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-12.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-12.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-12.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run1-12.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866572	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866572		
PRJEB9150	SAMEA3360669	ERS714121	ERX946201	ERR866573	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866573/ERR866573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866573/ERR866573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866573/ERR866573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866573/ERR866573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-01.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-01.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-01.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-01.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866573	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866573		
PRJEB9150	SAMEA3360670	ERS714122	ERX946202	ERR866574	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866574/ERR866574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866574/ERR866574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866574/ERR866574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866574/ERR866574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-02.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-02.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-02.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-02.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866574	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866574		
PRJEB9150	SAMEA3360671	ERS714123	ERX946203	ERR866575	408170	human gut metagenome	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866575/ERR866575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866575/ERR866575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866575/ERR866575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866575/ERR866575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-03.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-03.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-03.fwd.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA434/ERA434137/fastq/LD-Run2-03.rev.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866575	ftp.sra.ebi.ac.uk/vol1/err/ERR866/ERR866575		
