n_rejected	n_top_hits	taxa_level	n_ctrl	n_case	total_n	perc_case	study	rep
4	10	genus	3	23	25	0.9	cdi_schubert	14
0	3	genus	45	5	50	0.1	cdi_schubert	14
0	5	genus	45	5	50	0.1	cdi_schubert	14
0	10	genus	45	5	50	0.1	cdi_schubert	14
3	3	genus	38	13	50	0.25	cdi_schubert	14
5	5	genus	38	13	50	0.25	cdi_schubert	14
9	10	genus	38	13	50	0.25	cdi_schubert	14
3	3	genus	25	25	50	0.5	cdi_schubert	14
5	5	genus	25	25	50	0.5	cdi_schubert	14
10	10	genus	25	25	50	0.5	cdi_schubert	14
3	3	genus	13	38	50	0.75	cdi_schubert	14
5	5	genus	13	38	50	0.75	cdi_schubert	14
10	10	genus	13	38	50	0.75	cdi_schubert	14
3	3	genus	5	45	50	0.9	cdi_schubert	14
4	5	genus	5	45	50	0.9	cdi_schubert	14
7	10	genus	5	45	50	0.9	cdi_schubert	14
3	3	genus	90	10	100	0.1	cdi_schubert	14
5	5	genus	90	10	100	0.1	cdi_schubert	14
9	10	genus	90	10	100	0.1	cdi_schubert	14
3	3	genus	75	25	100	0.25	cdi_schubert	14
5	5	genus	75	25	100	0.25	cdi_schubert	14
10	10	genus	75	25	100	0.25	cdi_schubert	14
3	3	genus	50	50	100	0.5	cdi_schubert	14
5	5	genus	50	50	100	0.5	cdi_schubert	14
10	10	genus	50	50	100	0.5	cdi_schubert	14
3	3	genus	25	75	100	0.75	cdi_schubert	14
5	5	genus	25	75	100	0.75	cdi_schubert	14
10	10	genus	25	75	100	0.75	cdi_schubert	14
3	3	genus	10	90	100	0.9	cdi_schubert	14
5	5	genus	10	90	100	0.9	cdi_schubert	14
8	10	genus	10	90	100	0.9	cdi_schubert	14
3	3	genus	135	15	150	0.1	cdi_schubert	14
5	5	genus	135	15	150	0.1	cdi_schubert	14
10	10	genus	135	15	150	0.1	cdi_schubert	14
3	3	genus	113	38	150	0.25	cdi_schubert	14
5	5	genus	113	38	150	0.25	cdi_schubert	14
10	10	genus	113	38	150	0.25	cdi_schubert	14
3	3	genus	75	75	150	0.5	cdi_schubert	14
5	5	genus	75	75	150	0.5	cdi_schubert	14
10	10	genus	75	75	150	0.5	cdi_schubert	14
0	3	genus	9	1	10	0.1	crc_baxter	14
0	5	genus	9	1	10	0.1	crc_baxter	14
0	10	genus	9	1	10	0.1	crc_baxter	14
0	3	genus	8	3	10	0.25	crc_baxter	14
0	5	genus	8	3	10	0.25	crc_baxter	14
0	10	genus	8	3	10	0.25	crc_baxter	14
0	3	genus	5	5	10	0.5	crc_baxter	14
0	5	genus	5	5	10	0.5	crc_baxter	14
0	10	genus	5	5	10	0.5	crc_baxter	14
0	3	genus	3	8	10	0.75	crc_baxter	14
0	5	genus	3	8	10	0.75	crc_baxter	14
0	10	genus	3	8	10	0.75	crc_baxter	14
0	3	genus	1	9	10	0.9	crc_baxter	14
0	5	genus	1	9	10	0.9	crc_baxter	14
0	10	genus	1	9	10	0.9	crc_baxter	14
0	3	genus	23	3	25	0.1	crc_baxter	14
0	5	genus	23	3	25	0.1	crc_baxter	14
0	10	genus	23	3	25	0.1	crc_baxter	14
0	3	genus	19	7	25	0.25	crc_baxter	14
0	5	genus	19	7	25	0.25	crc_baxter	14
0	10	genus	19	7	25	0.25	crc_baxter	14
0	3	genus	13	13	25	0.5	crc_baxter	14
0	5	genus	13	13	25	0.5	crc_baxter	14
0	10	genus	13	13	25	0.5	crc_baxter	14
0	3	genus	7	19	25	0.75	crc_baxter	14
0	5	genus	7	19	25	0.75	crc_baxter	14
0	10	genus	7	19	25	0.75	crc_baxter	14
0	3	genus	3	23	25	0.9	crc_baxter	14
0	5	genus	3	23	25	0.9	crc_baxter	14
0	10	genus	3	23	25	0.9	crc_baxter	14
0	3	genus	45	5	50	0.1	crc_baxter	14
0	5	genus	45	5	50	0.1	crc_baxter	14
0	10	genus	45	5	50	0.1	crc_baxter	14
0	3	genus	38	13	50	0.25	crc_baxter	14
1	5	genus	38	13	50	0.25	crc_baxter	14
2	10	genus	38	13	50	0.25	crc_baxter	14
2	3	genus	25	25	50	0.5	crc_baxter	14
2	5	genus	25	25	50	0.5	crc_baxter	14
2	10	genus	25	25	50	0.5	crc_baxter	14
0	3	genus	13	38	50	0.75	crc_baxter	14
0	5	genus	13	38	50	0.75	crc_baxter	14
0	10	genus	13	38	50	0.75	crc_baxter	14
0	3	genus	5	45	50	0.9	crc_baxter	14
0	5	genus	5	45	50	0.9	crc_baxter	14
0	10	genus	5	45	50	0.9	crc_baxter	14
3	3	genus	90	10	100	0.1	crc_baxter	14
4	5	genus	90	10	100	0.1	crc_baxter	14
4	10	genus	90	10	100	0.1	crc_baxter	14
3	3	genus	75	25	100	0.25	crc_baxter	14
5	5	genus	75	25	100	0.25	crc_baxter	14
6	10	genus	75	25	100	0.25	crc_baxter	14
3	3	genus	50	50	100	0.5	crc_baxter	14
4	5	genus	50	50	100	0.5	crc_baxter	14
4	10	genus	50	50	100	0.5	crc_baxter	14
1	3	genus	25	75	100	0.75	crc_baxter	14
1	5	genus	25	75	100	0.75	crc_baxter	14
1	10	genus	25	75	100	0.75	crc_baxter	14
0	3	genus	10	90	100	0.9	crc_baxter	14
0	5	genus	10	90	100	0.9	crc_baxter	14
0	10	genus	10	90	100	0.9	crc_baxter	14
3	3	genus	135	15	150	0.1	crc_baxter	14
5	5	genus	135	15	150	0.1	crc_baxter	14
7	10	genus	135	15	150	0.1	crc_baxter	14
3	3	genus	113	38	150	0.25	crc_baxter	14
4	5	genus	113	38	150	0.25	crc_baxter	14
5	10	genus	113	38	150	0.25	crc_baxter	14
3	3	genus	75	75	150	0.5	crc_baxter	14
4	5	genus	75	75	150	0.5	crc_baxter	14
6	10	genus	75	75	150	0.5	crc_baxter	14
0	3	genus	38	113	150	0.75	crc_baxter	14
0	5	genus	38	113	150	0.75	crc_baxter	14
0	10	genus	38	113	150	0.75	crc_baxter	14
0	3	genus	9	1	10	0.1	ob_goodrich	14
0	5	genus	9	1	10	0.1	ob_goodrich	14
0	10	genus	9	1	10	0.1	ob_goodrich	14
0	3	genus	8	3	10	0.25	ob_goodrich	14
0	5	genus	8	3	10	0.25	ob_goodrich	14
0	10	genus	8	3	10	0.25	ob_goodrich	14
0	3	genus	5	5	10	0.5	ob_goodrich	14
0	5	genus	5	5	10	0.5	ob_goodrich	14
0	10	genus	5	5	10	0.5	ob_goodrich	14
0	3	genus	3	8	10	0.75	ob_goodrich	14
0	5	genus	3	8	10	0.75	ob_goodrich	14
0	10	genus	3	8	10	0.75	ob_goodrich	14
0	3	genus	1	9	10	0.9	ob_goodrich	14
0	5	genus	1	9	10	0.9	ob_goodrich	14
0	10	genus	1	9	10	0.9	ob_goodrich	14
0	3	genus	23	3	25	0.1	ob_goodrich	14
0	5	genus	23	3	25	0.1	ob_goodrich	14
0	10	genus	23	3	25	0.1	ob_goodrich	14
0	3	genus	19	7	25	0.25	ob_goodrich	14
0	5	genus	19	7	25	0.25	ob_goodrich	14
0	10	genus	19	7	25	0.25	ob_goodrich	14
0	3	genus	13	13	25	0.5	ob_goodrich	14
0	5	genus	13	13	25	0.5	ob_goodrich	14
0	10	genus	13	13	25	0.5	ob_goodrich	14
0	3	genus	7	19	25	0.75	ob_goodrich	14
0	5	genus	7	19	25	0.75	ob_goodrich	14
0	10	genus	7	19	25	0.75	ob_goodrich	14
0	3	genus	3	23	25	0.9	ob_goodrich	14
0	5	genus	3	23	25	0.9	ob_goodrich	14
0	10	genus	3	23	25	0.9	ob_goodrich	14
0	3	genus	45	5	50	0.1	ob_goodrich	14
0	5	genus	45	5	50	0.1	ob_goodrich	14
0	10	genus	45	5	50	0.1	ob_goodrich	14
0	3	genus	38	13	50	0.25	ob_goodrich	14
0	5	genus	38	13	50	0.25	ob_goodrich	14
0	10	genus	38	13	50	0.25	ob_goodrich	14
0	3	genus	25	25	50	0.5	ob_goodrich	14
0	5	genus	25	25	50	0.5	ob_goodrich	14
0	10	genus	25	25	50	0.5	ob_goodrich	14
0	3	genus	13	38	50	0.75	ob_goodrich	14
0	5	genus	13	38	50	0.75	ob_goodrich	14
0	10	genus	13	38	50	0.75	ob_goodrich	14
0	3	genus	5	45	50	0.9	ob_goodrich	14
0	5	genus	5	45	50	0.9	ob_goodrich	14
0	10	genus	5	45	50	0.9	ob_goodrich	14
0	3	genus	90	10	100	0.1	ob_goodrich	14
0	5	genus	90	10	100	0.1	ob_goodrich	14
0	10	genus	90	10	100	0.1	ob_goodrich	14
0	3	genus	75	25	100	0.25	ob_goodrich	14
0	5	genus	75	25	100	0.25	ob_goodrich	14
0	10	genus	75	25	100	0.25	ob_goodrich	14
0	3	genus	50	50	100	0.5	ob_goodrich	14
0	5	genus	50	50	100	0.5	ob_goodrich	14
0	10	genus	50	50	100	0.5	ob_goodrich	14
0	3	genus	25	75	100	0.75	ob_goodrich	14
0	5	genus	25	75	100	0.75	ob_goodrich	14
0	10	genus	25	75	100	0.75	ob_goodrich	14
1	3	genus	10	90	100	0.9	ob_goodrich	14
1	5	genus	10	90	100	0.9	ob_goodrich	14
1	10	genus	10	90	100	0.9	ob_goodrich	14
0	3	genus	135	15	150	0.1	ob_goodrich	14
0	5	genus	135	15	150	0.1	ob_goodrich	14
0	10	genus	135	15	150	0.1	ob_goodrich	14
0	3	genus	113	38	150	0.25	ob_goodrich	14
0	5	genus	113	38	150	0.25	ob_goodrich	14
0	10	genus	113	38	150	0.25	ob_goodrich	14
1	3	genus	75	75	150	0.5	ob_goodrich	14
1	5	genus	75	75	150	0.5	ob_goodrich	14
1	10	genus	75	75	150	0.5	ob_goodrich	14
0	3	genus	38	113	150	0.75	ob_goodrich	14
0	5	genus	38	113	150	0.75	ob_goodrich	14
0	10	genus	38	113	150	0.75	ob_goodrich	14
0	3	genus	15	135	150	0.9	ob_goodrich	14
0	5	genus	15	135	150	0.9	ob_goodrich	14
0	10	genus	15	135	150	0.9	ob_goodrich	14
0	3	genus	9	1	10	0.1	cdi_schubert	15
0	5	genus	9	1	10	0.1	cdi_schubert	15
0	10	genus	9	1	10	0.1	cdi_schubert	15
0	3	genus	8	3	10	0.25	cdi_schubert	15
0	5	genus	8	3	10	0.25	cdi_schubert	15
0	10	genus	8	3	10	0.25	cdi_schubert	15
0	3	genus	5	5	10	0.5	cdi_schubert	15
0	5	genus	5	5	10	0.5	cdi_schubert	15
0	10	genus	5	5	10	0.5	cdi_schubert	15
1	3	genus	3	8	10	0.75	cdi_schubert	15
1	5	genus	3	8	10	0.75	cdi_schubert	15
3	10	genus	3	8	10	0.75	cdi_schubert	15
0	3	genus	1	9	10	0.9	cdi_schubert	15
0	5	genus	1	9	10	0.9	cdi_schubert	15
0	10	genus	1	9	10	0.9	cdi_schubert	15
2	3	genus	23	3	25	0.1	cdi_schubert	15
3	5	genus	23	3	25	0.1	cdi_schubert	15
4	10	genus	23	3	25	0.1	cdi_schubert	15
2	3	genus	19	7	25	0.25	cdi_schubert	15
4	5	genus	19	7	25	0.25	cdi_schubert	15
6	10	genus	19	7	25	0.25	cdi_schubert	15
3	3	genus	13	13	25	0.5	cdi_schubert	15
4	5	genus	13	13	25	0.5	cdi_schubert	15
7	10	genus	13	13	25	0.5	cdi_schubert	15
3	3	genus	7	19	25	0.75	cdi_schubert	15
3	5	genus	7	19	25	0.75	cdi_schubert	15
3	10	genus	7	19	25	0.75	cdi_schubert	15
3	3	genus	3	23	25	0.9	cdi_schubert	15
3	5	genus	3	23	25	0.9	cdi_schubert	15
4	10	genus	3	23	25	0.9	cdi_schubert	15
0	3	genus	45	5	50	0.1	cdi_schubert	15
0	5	genus	45	5	50	0.1	cdi_schubert	15
0	10	genus	45	5	50	0.1	cdi_schubert	15
3	3	genus	38	13	50	0.25	cdi_schubert	15
5	5	genus	38	13	50	0.25	cdi_schubert	15
9	10	genus	38	13	50	0.25	cdi_schubert	15
3	3	genus	25	25	50	0.5	cdi_schubert	15
5	5	genus	25	25	50	0.5	cdi_schubert	15
10	10	genus	25	25	50	0.5	cdi_schubert	15
3	3	genus	13	38	50	0.75	cdi_schubert	15
5	5	genus	13	38	50	0.75	cdi_schubert	15
10	10	genus	13	38	50	0.75	cdi_schubert	15
3	3	genus	5	45	50	0.9	cdi_schubert	15
3	5	genus	5	45	50	0.9	cdi_schubert	15
3	10	genus	5	45	50	0.9	cdi_schubert	15
3	3	genus	90	10	100	0.1	cdi_schubert	15
5	5	genus	90	10	100	0.1	cdi_schubert	15
8	10	genus	90	10	100	0.1	cdi_schubert	15
3	3	genus	75	25	100	0.25	cdi_schubert	15
5	5	genus	75	25	100	0.25	cdi_schubert	15
10	10	genus	75	25	100	0.25	cdi_schubert	15
3	3	genus	50	50	100	0.5	cdi_schubert	15
5	5	genus	50	50	100	0.5	cdi_schubert	15
10	10	genus	50	50	100	0.5	cdi_schubert	15
3	3	genus	25	75	100	0.75	cdi_schubert	15
5	5	genus	25	75	100	0.75	cdi_schubert	15
10	10	genus	25	75	100	0.75	cdi_schubert	15
3	3	genus	10	90	100	0.9	cdi_schubert	15
5	5	genus	10	90	100	0.9	cdi_schubert	15
9	10	genus	10	90	100	0.9	cdi_schubert	15
3	3	genus	135	15	150	0.1	cdi_schubert	15
5	5	genus	135	15	150	0.1	cdi_schubert	15
10	10	genus	135	15	150	0.1	cdi_schubert	15
3	3	genus	113	38	150	0.25	cdi_schubert	15
5	5	genus	113	38	150	0.25	cdi_schubert	15
10	10	genus	113	38	150	0.25	cdi_schubert	15
3	3	genus	75	75	150	0.5	cdi_schubert	15
5	5	genus	75	75	150	0.5	cdi_schubert	15
10	10	genus	75	75	150	0.5	cdi_schubert	15
0	3	genus	9	1	10	0.1	crc_baxter	15
0	5	genus	9	1	10	0.1	crc_baxter	15
0	10	genus	9	1	10	0.1	crc_baxter	15
0	3	genus	8	3	10	0.25	crc_baxter	15
0	5	genus	8	3	10	0.25	crc_baxter	15
0	10	genus	8	3	10	0.25	crc_baxter	15
0	3	genus	5	5	10	0.5	crc_baxter	15
0	5	genus	5	5	10	0.5	crc_baxter	15
0	10	genus	5	5	10	0.5	crc_baxter	15
0	3	genus	3	8	10	0.75	crc_baxter	15
0	5	genus	3	8	10	0.75	crc_baxter	15
0	10	genus	3	8	10	0.75	crc_baxter	15
0	3	genus	1	9	10	0.9	crc_baxter	15
0	5	genus	1	9	10	0.9	crc_baxter	15
0	10	genus	1	9	10	0.9	crc_baxter	15
0	3	genus	23	3	25	0.1	crc_baxter	15
0	5	genus	23	3	25	0.1	crc_baxter	15
0	10	genus	23	3	25	0.1	crc_baxter	15
0	3	genus	19	7	25	0.25	crc_baxter	15
0	5	genus	19	7	25	0.25	crc_baxter	15
0	10	genus	19	7	25	0.25	crc_baxter	15
0	3	genus	13	13	25	0.5	crc_baxter	15
0	5	genus	13	13	25	0.5	crc_baxter	15
0	10	genus	13	13	25	0.5	crc_baxter	15
0	3	genus	7	19	25	0.75	crc_baxter	15
0	5	genus	7	19	25	0.75	crc_baxter	15
0	10	genus	7	19	25	0.75	crc_baxter	15
0	3	genus	3	23	25	0.9	crc_baxter	15
0	5	genus	3	23	25	0.9	crc_baxter	15
0	10	genus	3	23	25	0.9	crc_baxter	15
2	3	genus	45	5	50	0.1	crc_baxter	15
4	5	genus	45	5	50	0.1	crc_baxter	15
4	10	genus	45	5	50	0.1	crc_baxter	15
0	3	genus	38	13	50	0.25	crc_baxter	15
0	5	genus	38	13	50	0.25	crc_baxter	15
0	10	genus	38	13	50	0.25	crc_baxter	15
1	3	genus	25	25	50	0.5	crc_baxter	15
1	5	genus	25	25	50	0.5	crc_baxter	15
1	10	genus	25	25	50	0.5	crc_baxter	15
0	3	genus	13	38	50	0.75	crc_baxter	15
0	5	genus	13	38	50	0.75	crc_baxter	15
0	10	genus	13	38	50	0.75	crc_baxter	15
0	3	genus	5	45	50	0.9	crc_baxter	15
0	5	genus	5	45	50	0.9	crc_baxter	15
0	10	genus	5	45	50	0.9	crc_baxter	15
1	3	genus	90	10	100	0.1	crc_baxter	15
1	5	genus	90	10	100	0.1	crc_baxter	15
1	10	genus	90	10	100	0.1	crc_baxter	15
1	3	genus	75	25	100	0.25	crc_baxter	15
2	5	genus	75	25	100	0.25	crc_baxter	15
3	10	genus	75	25	100	0.25	crc_baxter	15
1	3	genus	50	50	100	0.5	crc_baxter	15
1	5	genus	50	50	100	0.5	crc_baxter	15
2	10	genus	50	50	100	0.5	crc_baxter	15
0	3	genus	25	75	100	0.75	crc_baxter	15
0	5	genus	25	75	100	0.75	crc_baxter	15
0	10	genus	25	75	100	0.75	crc_baxter	15
0	3	genus	10	90	100	0.9	crc_baxter	15
0	5	genus	10	90	100	0.9	crc_baxter	15
0	10	genus	10	90	100	0.9	crc_baxter	15
3	3	genus	135	15	150	0.1	crc_baxter	15
5	5	genus	135	15	150	0.1	crc_baxter	15
7	10	genus	135	15	150	0.1	crc_baxter	15
3	3	genus	113	38	150	0.25	crc_baxter	15
5	5	genus	113	38	150	0.25	crc_baxter	15
6	10	genus	113	38	150	0.25	crc_baxter	15
3	3	genus	75	75	150	0.5	crc_baxter	15
4	5	genus	75	75	150	0.5	crc_baxter	15
6	10	genus	75	75	150	0.5	crc_baxter	15
1	3	genus	38	113	150	0.75	crc_baxter	15
1	5	genus	38	113	150	0.75	crc_baxter	15
2	10	genus	38	113	150	0.75	crc_baxter	15
0	3	genus	9	1	10	0.1	ob_goodrich	15
0	5	genus	9	1	10	0.1	ob_goodrich	15
0	10	genus	9	1	10	0.1	ob_goodrich	15
0	3	genus	8	3	10	0.25	ob_goodrich	15
0	5	genus	8	3	10	0.25	ob_goodrich	15
0	10	genus	8	3	10	0.25	ob_goodrich	15
0	3	genus	5	5	10	0.5	ob_goodrich	15
0	5	genus	5	5	10	0.5	ob_goodrich	15
0	10	genus	5	5	10	0.5	ob_goodrich	15
0	3	genus	3	8	10	0.75	ob_goodrich	15
0	5	genus	3	8	10	0.75	ob_goodrich	15
0	10	genus	3	8	10	0.75	ob_goodrich	15
0	3	genus	1	9	10	0.9	ob_goodrich	15
0	5	genus	1	9	10	0.9	ob_goodrich	15
0	10	genus	1	9	10	0.9	ob_goodrich	15
0	3	genus	23	3	25	0.1	ob_goodrich	15
0	5	genus	23	3	25	0.1	ob_goodrich	15
0	10	genus	23	3	25	0.1	ob_goodrich	15
0	3	genus	19	7	25	0.25	ob_goodrich	15
0	5	genus	19	7	25	0.25	ob_goodrich	15
0	10	genus	19	7	25	0.25	ob_goodrich	15
0	3	genus	13	13	25	0.5	ob_goodrich	15
0	5	genus	13	13	25	0.5	ob_goodrich	15
0	10	genus	13	13	25	0.5	ob_goodrich	15
0	3	genus	7	19	25	0.75	ob_goodrich	15
0	5	genus	7	19	25	0.75	ob_goodrich	15
0	10	genus	7	19	25	0.75	ob_goodrich	15
0	3	genus	3	23	25	0.9	ob_goodrich	15
0	5	genus	3	23	25	0.9	ob_goodrich	15
0	10	genus	3	23	25	0.9	ob_goodrich	15
0	3	genus	45	5	50	0.1	ob_goodrich	15
0	5	genus	45	5	50	0.1	ob_goodrich	15
0	10	genus	45	5	50	0.1	ob_goodrich	15
0	3	genus	38	13	50	0.25	ob_goodrich	15
0	5	genus	38	13	50	0.25	ob_goodrich	15
0	10	genus	38	13	50	0.25	ob_goodrich	15
0	3	genus	25	25	50	0.5	ob_goodrich	15
0	5	genus	25	25	50	0.5	ob_goodrich	15
0	10	genus	25	25	50	0.5	ob_goodrich	15
0	3	genus	13	38	50	0.75	ob_goodrich	15
0	5	genus	13	38	50	0.75	ob_goodrich	15
0	10	genus	13	38	50	0.75	ob_goodrich	15
0	3	genus	5	45	50	0.9	ob_goodrich	15
0	5	genus	5	45	50	0.9	ob_goodrich	15
0	10	genus	5	45	50	0.9	ob_goodrich	15
0	3	genus	90	10	100	0.1	ob_goodrich	15
0	5	genus	90	10	100	0.1	ob_goodrich	15
0	10	genus	90	10	100	0.1	ob_goodrich	15
0	3	genus	75	25	100	0.25	ob_goodrich	15
0	5	genus	75	25	100	0.25	ob_goodrich	15
0	10	genus	75	25	100	0.25	ob_goodrich	15
0	3	genus	50	50	100	0.5	ob_goodrich	15
0	5	genus	50	50	100	0.5	ob_goodrich	15
0	10	genus	50	50	100	0.5	ob_goodrich	15
0	3	genus	25	75	100	0.75	ob_goodrich	15
0	5	genus	25	75	100	0.75	ob_goodrich	15
0	10	genus	25	75	100	0.75	ob_goodrich	15
0	3	genus	10	90	100	0.9	ob_goodrich	15
0	5	genus	10	90	100	0.9	ob_goodrich	15
0	10	genus	10	90	100	0.9	ob_goodrich	15
0	3	genus	135	15	150	0.1	ob_goodrich	15
0	5	genus	135	15	150	0.1	ob_goodrich	15
0	10	genus	135	15	150	0.1	ob_goodrich	15
0	3	genus	113	38	150	0.25	ob_goodrich	15
0	5	genus	113	38	150	0.25	ob_goodrich	15
0	10	genus	113	38	150	0.25	ob_goodrich	15
0	3	genus	75	75	150	0.5	ob_goodrich	15
0	5	genus	75	75	150	0.5	ob_goodrich	15
0	10	genus	75	75	150	0.5	ob_goodrich	15
0	3	genus	38	113	150	0.75	ob_goodrich	15
0	5	genus	38	113	150	0.75	ob_goodrich	15
0	10	genus	38	113	150	0.75	ob_goodrich	15
0	3	genus	15	135	150	0.9	ob_goodrich	15
0	5	genus	15	135	150	0.9	ob_goodrich	15
0	10	genus	15	135	150	0.9	ob_goodrich	15
0	3	genus	9	1	10	0.1	cdi_schubert	16
0	5	genus	9	1	10	0.1	cdi_schubert	16
0	10	genus	9	1	10	0.1	cdi_schubert	16
0	3	genus	8	3	10	0.25	cdi_schubert	16
0	5	genus	8	3	10	0.25	cdi_schubert	16
0	10	genus	8	3	10	0.25	cdi_schubert	16
0	3	genus	5	5	10	0.5	cdi_schubert	16
0	5	genus	5	5	10	0.5	cdi_schubert	16
0	10	genus	5	5	10	0.5	cdi_schubert	16
1	3	genus	3	8	10	0.75	cdi_schubert	16
1	5	genus	3	8	10	0.75	cdi_schubert	16
3	10	genus	3	8	10	0.75	cdi_schubert	16
0	3	genus	1	9	10	0.9	cdi_schubert	16
0	5	genus	1	9	10	0.9	cdi_schubert	16
0	10	genus	1	9	10	0.9	cdi_schubert	16
2	3	genus	23	3	25	0.1	cdi_schubert	16
3	5	genus	23	3	25	0.1	cdi_schubert	16
4	10	genus	23	3	25	0.1	cdi_schubert	16
2	3	genus	19	7	25	0.25	cdi_schubert	16
4	5	genus	19	7	25	0.25	cdi_schubert	16
6	10	genus	19	7	25	0.25	cdi_schubert	16
3	3	genus	13	13	25	0.5	cdi_schubert	16
4	5	genus	13	13	25	0.5	cdi_schubert	16
7	10	genus	13	13	25	0.5	cdi_schubert	16
2	3	genus	7	19	25	0.75	cdi_schubert	16
2	5	genus	7	19	25	0.75	cdi_schubert	16
5	10	genus	7	19	25	0.75	cdi_schubert	16
1	3	genus	3	23	25	0.9	cdi_schubert	16
1	5	genus	3	23	25	0.9	cdi_schubert	16
1	10	genus	3	23	25	0.9	cdi_schubert	16
3	3	genus	45	5	50	0.1	cdi_schubert	16
5	5	genus	45	5	50	0.1	cdi_schubert	16
9	10	genus	45	5	50	0.1	cdi_schubert	16
3	3	genus	38	13	50	0.25	cdi_schubert	16
5	5	genus	38	13	50	0.25	cdi_schubert	16
8	10	genus	38	13	50	0.25	cdi_schubert	16
3	3	genus	25	25	50	0.5	cdi_schubert	16
5	5	genus	25	25	50	0.5	cdi_schubert	16
10	10	genus	25	25	50	0.5	cdi_schubert	16
3	3	genus	13	38	50	0.75	cdi_schubert	16
5	5	genus	13	38	50	0.75	cdi_schubert	16
9	10	genus	13	38	50	0.75	cdi_schubert	16
3	3	genus	5	45	50	0.9	cdi_schubert	16
3	5	genus	5	45	50	0.9	cdi_schubert	16
3	10	genus	5	45	50	0.9	cdi_schubert	16
3	3	genus	90	10	100	0.1	cdi_schubert	16
5	5	genus	90	10	100	0.1	cdi_schubert	16
8	10	genus	90	10	100	0.1	cdi_schubert	16
3	3	genus	75	25	100	0.25	cdi_schubert	16
5	5	genus	75	25	100	0.25	cdi_schubert	16
10	10	genus	75	25	100	0.25	cdi_schubert	16
3	3	genus	50	50	100	0.5	cdi_schubert	16
5	5	genus	50	50	100	0.5	cdi_schubert	16
10	10	genus	50	50	100	0.5	cdi_schubert	16
3	3	genus	25	75	100	0.75	cdi_schubert	16
5	5	genus	25	75	100	0.75	cdi_schubert	16
10	10	genus	25	75	100	0.75	cdi_schubert	16
3	3	genus	10	90	100	0.9	cdi_schubert	16
5	5	genus	10	90	100	0.9	cdi_schubert	16
9	10	genus	10	90	100	0.9	cdi_schubert	16
3	3	genus	135	15	150	0.1	cdi_schubert	16
5	5	genus	135	15	150	0.1	cdi_schubert	16
10	10	genus	135	15	150	0.1	cdi_schubert	16
3	3	genus	113	38	150	0.25	cdi_schubert	16
5	5	genus	113	38	150	0.25	cdi_schubert	16
10	10	genus	113	38	150	0.25	cdi_schubert	16
3	3	genus	75	75	150	0.5	cdi_schubert	16
5	5	genus	75	75	150	0.5	cdi_schubert	16
10	10	genus	75	75	150	0.5	cdi_schubert	16
0	3	genus	9	1	10	0.1	crc_baxter	16
0	5	genus	9	1	10	0.1	crc_baxter	16
0	10	genus	9	1	10	0.1	crc_baxter	16
0	3	genus	8	3	10	0.25	crc_baxter	16
0	5	genus	8	3	10	0.25	crc_baxter	16
0	10	genus	8	3	10	0.25	crc_baxter	16
0	3	genus	5	5	10	0.5	crc_baxter	16
0	5	genus	5	5	10	0.5	crc_baxter	16
0	10	genus	5	5	10	0.5	crc_baxter	16
0	3	genus	3	8	10	0.75	crc_baxter	16
0	5	genus	3	8	10	0.75	crc_baxter	16
0	10	genus	3	8	10	0.75	crc_baxter	16
0	3	genus	1	9	10	0.9	crc_baxter	16
0	5	genus	1	9	10	0.9	crc_baxter	16
0	10	genus	1	9	10	0.9	crc_baxter	16
0	3	genus	23	3	25	0.1	crc_baxter	16
0	5	genus	23	3	25	0.1	crc_baxter	16
0	10	genus	23	3	25	0.1	crc_baxter	16
0	3	genus	19	7	25	0.25	crc_baxter	16
0	5	genus	19	7	25	0.25	crc_baxter	16
0	10	genus	19	7	25	0.25	crc_baxter	16
0	3	genus	13	13	25	0.5	crc_baxter	16
0	5	genus	13	13	25	0.5	crc_baxter	16
0	10	genus	13	13	25	0.5	crc_baxter	16
0	3	genus	7	19	25	0.75	crc_baxter	16
0	5	genus	7	19	25	0.75	crc_baxter	16
0	10	genus	7	19	25	0.75	crc_baxter	16
0	3	genus	3	23	25	0.9	crc_baxter	16
0	5	genus	3	23	25	0.9	crc_baxter	16
0	10	genus	3	23	25	0.9	crc_baxter	16
0	3	genus	45	5	50	0.1	crc_baxter	16
0	5	genus	45	5	50	0.1	crc_baxter	16
0	10	genus	45	5	50	0.1	crc_baxter	16
0	3	genus	38	13	50	0.25	crc_baxter	16
1	5	genus	38	13	50	0.25	crc_baxter	16
2	10	genus	38	13	50	0.25	crc_baxter	16
1	3	genus	25	25	50	0.5	crc_baxter	16
1	5	genus	25	25	50	0.5	crc_baxter	16
1	10	genus	25	25	50	0.5	crc_baxter	16
0	3	genus	13	38	50	0.75	crc_baxter	16
0	5	genus	13	38	50	0.75	crc_baxter	16
0	10	genus	13	38	50	0.75	crc_baxter	16
0	3	genus	5	45	50	0.9	crc_baxter	16
0	5	genus	5	45	50	0.9	crc_baxter	16
0	10	genus	5	45	50	0.9	crc_baxter	16
1	3	genus	90	10	100	0.1	crc_baxter	16
1	5	genus	90	10	100	0.1	crc_baxter	16
1	10	genus	90	10	100	0.1	crc_baxter	16
2	3	genus	75	25	100	0.25	crc_baxter	16
4	5	genus	75	25	100	0.25	crc_baxter	16
4	10	genus	75	25	100	0.25	crc_baxter	16
3	3	genus	50	50	100	0.5	crc_baxter	16
