study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA388210	SRP108284	SAMN07172986	SRS2239997	SRX2869624	SRR5629113	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.011.donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	96197	48098500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.011.donor.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.011.donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.011.donor.Pool253.Integrated.2.fq.bz2	10143777;12069478	fcd92d79acf4e10f4b91bf8943685eb3;df3b17c72c059483e688c7b3bede9c60	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629113/SRR5629113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629113/SRR5629113_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/003/SRR5629113/SRR5629113_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/003/SRR5629113/SRR5629113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629113/SRR5629113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629113/SRR5629113_2.fastq.gz							28226062	0b95729463b49c8b7a5ed05850f1c16c	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/003/SRR5629113	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/003/SRR5629113	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/003/SRR5629113				Longman.FMT.011.donor.Pool253.Integrated		Longman.FMT.011.donor.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07172987	SRS2239996	SRX2869623	SRR5629114	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.006.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	77165	38582500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.006.Pre.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.006.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.006.Pre.Pool253.Integrated.1.fq.bz2	8338160;9686165	ee7594e53bfb6a30f2e27bdd6ad2beb7;47dfb52ecd693414ce9c3567f05f9908	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629114/SRR5629114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629114/SRR5629114_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/004/SRR5629114/SRR5629114_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/004/SRR5629114/SRR5629114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629114/SRR5629114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629114/SRR5629114_2.fastq.gz							22828215	9e1f6ffd1310f6322eeece13ee77591b	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/004/SRR5629114	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/004/SRR5629114	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/004/SRR5629114				Longman.FMT.006.Pre.Pool253.Integrated		Longman.FMT.006.Pre.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07172988	SRS2239995	SRX2869622	SRR5629115	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.010.donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	83122	41561000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.010.donor.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.010.donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.010.donor.Pool253.Integrated.2.fq.bz2	8771105;10591634	ffb92a32b4155994914d100bca654372;632ee342c1748a77e9d1bc8b57aa3e3d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629115/SRR5629115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629115/SRR5629115_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/005/SRR5629115/SRR5629115_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/005/SRR5629115/SRR5629115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629115/SRR5629115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629115/SRR5629115_2.fastq.gz							24640513	34f14b56636fa8c282746fdd861a0296	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/005/SRR5629115	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/005/SRR5629115	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/005/SRR5629115				Longman.FMT.010.donor.Pool253.Integrated		Longman.FMT.010.donor.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07172989	SRS2239994	SRX2869621	SRR5629116	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.006.Donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	93908	46954000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.006.Donor.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.006.Donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.006.Donor.Pool253.Integrated.2.fq.bz2	10157762;12051952	653e9a1610fd76c7dee774ead4e9586d;d67561c5baab010ae1bac918d7a5d2d8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629116/SRR5629116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629116/SRR5629116_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/006/SRR5629116/SRR5629116_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/006/SRR5629116/SRR5629116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629116/SRR5629116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629116/SRR5629116_2.fastq.gz							27750691	cab6a887e62a09e652207f921b849ec9	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/006/SRR5629116	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/006/SRR5629116	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/006/SRR5629116				Longman.FMT.006.Donor.Pool253.Integrated		Longman.FMT.006.Donor.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173032	SRS2239993	SRX2869620	SRR5629117	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.027.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	37910	18955000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.027.W4.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.027.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.027.W4.stool.Project8.1.fq.bz2	4025780;5140627	4083ba1ba8d7656eeefa6fc9aceadcd5;28fd16e9028f6be22464a9caefa3e636	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629117/SRR5629117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629117/SRR5629117_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/007/SRR5629117/SRR5629117_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/007/SRR5629117/SRR5629117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629117/SRR5629117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629117/SRR5629117_2.fastq.gz							11391383	ed4bc9c352fb70a040f1c70011400730	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/007/SRR5629117	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/007/SRR5629117	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/007/SRR5629117				Longman.FMT.027.W4.stool.Project8		Longman.FMT.027.W4.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173055	SRS2239992	SRX2869619	SRR5629118	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.029.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	23330	11665000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.029.Pre.Stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.029.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.029.Pre.Stool.Project8.2.fq.bz2	2527220;3131010	c196211d17332d2ae6acd9c8ced4ab6d;f37c3210ddcf821ef691ee1b8d6f5157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629118/SRR5629118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629118/SRR5629118_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629118/SRR5629118_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629118/SRR5629118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629118/SRR5629118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629118/SRR5629118_2.fastq.gz							7337349	4aea2c7f8705f444288c3038e40ec7ee	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629118	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/008/SRR5629118	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629118				Longman.FMT.029.Pre.Stool.Project8		Longman.FMT.029.Pre.Stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173031	SRS2239991	SRX2869618	SRR5629119	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.033.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	23463	11731500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.033.W2.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.033.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.033.W2.stool.Project8.2.fq.bz2	2482884;3224682	da261e6ebb421ae4be570140e0e23a83;3eb7fb929a951165840c4203345b8cca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629119/SRR5629119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629119/SRR5629119_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629119/SRR5629119_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629119/SRR5629119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629119/SRR5629119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629119/SRR5629119_2.fastq.gz							7192505	6d21bc16a518442414a588ac6d1fefe2	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629119	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/009/SRR5629119	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629119				Longman.FMT.033.W2.stool.Project8		Longman.FMT.033.W2.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173060	SRS2239990	SRX2869617	SRR5629120	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.033.Donor.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	30515	15257500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.033.Donor.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.033.Donor.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.033.Donor.Project8.2.fq.bz2	3186086;4058565	4cd01864cb6a6ac9c39e1b9c36fd5a45;b85793dd014fcaa7d4990480c66f213b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629120/SRR5629120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629120/SRR5629120_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629120/SRR5629120_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629120/SRR5629120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629120/SRR5629120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629120/SRR5629120_2.fastq.gz							9216079	1690c66f8f52d307dd4be2621a144087	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629120	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/000/SRR5629120	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629120				Longman.FMT.033.Donor.Project8		Longman.FMT.033.Donor.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173061	SRS2239989	SRX2869616	SRR5629121	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.033.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	34931	17465500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.033.W4.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.033.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.033.W4.stool.Project8.2.fq.bz2	3688645;4658712	f0275509dfae04600504c20e9f9e11af;5c5829f6988a2df109bb49e88c003861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629121/SRR5629121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629121/SRR5629121_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629121/SRR5629121_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629121/SRR5629121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629121/SRR5629121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629121/SRR5629121_2.fastq.gz							10515976	2abd7cb3f77930fe939ac3ad3dfef209	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629121	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/001/SRR5629121	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629121				Longman.FMT.033.W4.stool.Project8		Longman.FMT.033.W4.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173030	SRS2239988	SRX2869615	SRR5629122	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.021.Donor.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	32424	16212000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.021.Donor.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.021.Donor.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.021.Donor.Project8.2.fq.bz2	3330716;4253403	a125b6582359c3eb898443f1a891b1ae;4c4dcd364c6cb2a0be3e3c162c356f74	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629122/SRR5629122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629122/SRR5629122_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629122/SRR5629122_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629122/SRR5629122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629122/SRR5629122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629122/SRR5629122_2.fastq.gz							9673370	7b57d4ae095cb901ed698c3e912824fd	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629122	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/002/SRR5629122	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629122				Longman.FMT.021.Donor.Project8		Longman.FMT.021.Donor.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173028	SRS2239987	SRX2869614	SRR5629123	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.034.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	37909	18954500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.034.Pre.Stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.034.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.034.Pre.Stool.Project8.2.fq.bz2	4166163;5144957	c99c817c288a8650bb59f34cce2d63d8;a3bab551c9b5b62fbb62c2edf0d0dd7e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629123/SRR5629123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629123/SRR5629123_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/003/SRR5629123/SRR5629123_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/003/SRR5629123/SRR5629123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629123/SRR5629123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629123/SRR5629123_2.fastq.gz							11407110	8906be7e744e99230469510898dcead9	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/003/SRR5629123	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/003/SRR5629123	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/003/SRR5629123				Longman.FMT.034.Pre.Stool.Project8		Longman.FMT.034.Pre.Stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173054	SRS2239986	SRX2869613	SRR5629124	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.027.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	34955	17477500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.027.Pre.Stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.027.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.027.Pre.Stool.Project8.1.fq.bz2	3675906;4768886	c196def8310097f4f8e67059db09b332;893228e5bbe52e13c8de02b2937f1096	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629124/SRR5629124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629124/SRR5629124_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/004/SRR5629124/SRR5629124_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/004/SRR5629124/SRR5629124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629124/SRR5629124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629124/SRR5629124_2.fastq.gz							10555620	27d636de9de748a0de3b4ddd8f81d0df	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/004/SRR5629124	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/004/SRR5629124	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/004/SRR5629124				Longman.FMT.027.Pre.Stool.Project8		Longman.FMT.027.Pre.Stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173047	SRS2239985	SRX2869612	SRR5629125	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.029.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	31413	15706500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.029.W4.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.029.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.029.W4.stool.Project8.2.fq.bz2	3107757;4050736	3c367a6a9e8fd31ff5e68e5a62222f7c;12d826e7bff55557c1d18a2e60d69b48	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629125/SRR5629125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629125/SRR5629125_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/005/SRR5629125/SRR5629125_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/005/SRR5629125/SRR5629125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629125/SRR5629125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629125/SRR5629125_2.fastq.gz							9516195	8627ad705ee45b0ef63ddf039a716901	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/005/SRR5629125	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/005/SRR5629125	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/005/SRR5629125				Longman.FMT.029.W4.stool.Project8		Longman.FMT.029.W4.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173046	SRS2239984	SRX2869611	SRR5629126	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.021.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	34457	17228500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.021.W4.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.021.W4.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.021.W4.stool.Project8.1.fq.bz2	3592582;4596410	b0e8c75a3803aefa00b822769a75808e;7a26a5a2af9c0c101e4e1ec0cb51637f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629126/SRR5629126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629126/SRR5629126_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/006/SRR5629126/SRR5629126_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/006/SRR5629126/SRR5629126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629126/SRR5629126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629126/SRR5629126_2.fastq.gz							10328493	0e57273c78f15a7847f1e083b5c0fd4a	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/006/SRR5629126	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/006/SRR5629126	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/006/SRR5629126				Longman.FMT.021.W4.stool.Project8		Longman.FMT.021.W4.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173049	SRS2239983	SRX2869610	SRR5629127	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.034.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	33269	16634500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.034.W2.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.034.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.034.W2.stool.Project8.2.fq.bz2	3542876;4559802	6187942997ecac75bab8049c53377123;27213da76db26a622df2ee4c42ae6731	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629127/SRR5629127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629127/SRR5629127_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/007/SRR5629127/SRR5629127_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/007/SRR5629127/SRR5629127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629127/SRR5629127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629127/SRR5629127_2.fastq.gz							10073463	47285fb44563ebd9f035a7ddfaa1db99	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/007/SRR5629127	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/007/SRR5629127	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/007/SRR5629127				Longman.FMT.034.W2.stool.Project8		Longman.FMT.034.W2.stool.Project8		2017-11-09
